Name,Address,Cuisine
Terramar ,"7800 Wisconsin Ave., Bethesda",Latin
Terrazza,"710 King St., Alexandria, VA",Italian
Tony Cheng's Mogolian Restaurant,"619 H St., NW, DC",Chinese
Toojay's ,"4620 Wisconsin Ave., NW, DC",Deli
Union Street Publlic House ,"121 S. Union St., Alexandria, VA",American
Unkai,"1250 24th St., NW, DC",Japanese
Vincenzo,"1606 20th St., NW, DC",Italian
Woo Lae Oak,"1500 S. Joyce St., Arlington, VA",Korean
Wurzburg Haus,"7236 Muncaster Mill Rd., Rockville, MD",German
Yannick's ,"5000 Seminary Rd., Alexandria, VA",Modern French
Zed's Ethiopian Cuisine,"3318 M St., NW, DC",Ethiopian
